alpha,beta,chain
-0.22576416,0.21352524,chain_3
-0.22412749,0.16804026,chain_3
-0.22034937,0.20194212,chain_3
-0.20383342,0.19160911,chain_3
-0.18556958,0.16922027,chain_3
-0.21393456,0.15710112,chain_3
-0.1844294,0.17010015,chain_3
-0.22122413,0.18451759,chain_3
-0.21295688,0.16770957,chain_3
-0.2221525,0.20706348,chain_3
-0.21591301,0.16565004,chain_3
-0.2058805,0.15184698,chain_3
-0.19002685,0.12464601,chain_3
-0.19407299,0.15969935,chain_3
-0.21708547,0.18884075,chain_3
-0.23009087,0.1662472,chain_3
-0.21720357,0.1814129,chain_3
-0.2066987,0.1544449,chain_3
-0.23896572,0.21249007,chain_3
-0.24870199,0.21116361,chain_3
-0.22272527,0.20331512,chain_3
-0.22848073,0.17032345,chain_3
-0.2351006,0.20636229,chain_3
-0.18624832,0.17521362,chain_3
-0.18381195,0.17083108,chain_3
-0.19144459,0.14329767,chain_3
-0.22434485,0.2078917,chain_3
-0.19949856,0.12299671,chain_3
-0.21568578,0.15739298,chain_3
-0.22545429,0.17595153,chain_3
-0.19308057,0.15485068,chain_3
-0.20450662,0.18550268,chain_3
-0.23516633,0.18332262,chain_3
-0.22318314,0.188229,chain_3
-0.20780516,0.17306753,chain_3
-0.23273683,0.15722276,chain_3
-0.2089658,0.15757595,chain_3
-0.1958017,0.16556929,chain_3
-0.22844408,0.21811625,chain_3
-0.19807465,0.17074446,chain_3
-0.23049566,0.18178853,chain_3
-0.23583558,0.19293475,chain_3
-0.20033939,0.118513756,chain_3
-0.23091283,0.20088041,chain_3
-0.25146064,0.19320802,chain_3
-0.22391011,0.17560433,chain_3
-0.19591141,0.16670096,chain_3
-0.22758357,0.18786882,chain_3
-0.20933586,0.18915722,chain_3
-0.2067437,0.16259132,chain_3
-0.21608418,0.17453276,chain_3
-0.24763598,0.21048753,chain_3
-0.24866362,0.1875641,chain_3
-0.23174876,0.2082956,chain_3
-0.22542714,0.19171287,chain_3
-0.21806046,0.18952674,chain_3
-0.21687996,0.15137818,chain_3
-0.22646126,0.19522065,chain_3
-0.2102875,0.15955426,chain_3
-0.22584486,0.19760159,chain_3
-0.2320645,0.15413837,chain_3
-0.22789145,0.1865433,chain_3
-0.19329025,0.17973046,chain_3
-0.20299388,0.16526307,chain_3
-0.21632908,0.13987832,chain_3
-0.19289757,0.15573423,chain_3
-0.21672057,0.16605929,chain_3
-0.21013774,0.15145198,chain_3
-0.19275226,0.1649506,chain_3
-0.20314878,0.15468186,chain_3
-0.20177492,0.14650303,chain_3
-0.21319169,0.1953147,chain_3
-0.18348958,0.18210204,chain_3
-0.20731136,0.18547648,chain_3
-0.21975432,0.17548199,chain_3
-0.21962367,0.16312781,chain_3
-0.20786291,0.18311703,chain_3
-0.21007855,0.19405194,chain_3
-0.25100183,0.21776603,chain_3
-0.24174796,0.19924454,chain_3
-0.21934652,0.19023332,chain_3
-0.20227855,0.1839217,chain_3
-0.18609853,0.16501126,chain_3
-0.2123782,0.2202917,chain_3
-0.2194761,0.19311748,chain_3
-0.20787346,0.19661634,chain_3
-0.2311338,0.1836868,chain_3
-0.20321411,0.18750562,chain_3
-0.23007071,0.17975928,chain_3
-0.2234774,0.16681471,chain_3
-0.21370071,0.19744588,chain_3
-0.21858366,0.18024705,chain_3
-0.23651026,0.20122524,chain_3
-0.22073801,0.17162713,chain_3
-0.19909915,0.16615897,chain_3
-0.19479485,0.1509985,chain_3
-0.19742534,0.15592538,chain_3
-0.21239068,0.18218909,chain_3
-0.22547609,0.20911628,chain_3
-0.20278569,0.17687176,chain_3
-0.21023856,0.20109183,chain_3
-0.22285342,0.18850774,chain_3
-0.2089386,0.1721991,chain_3
-0.20673275,0.19830671,chain_3
-0.22181213,0.17977223,chain_3
-0.2092264,0.18545368,chain_3
-0.22129096,0.19331971,chain_3
-0.18958196,0.16263744,chain_3
-0.21885645,0.16372077,chain_3
-0.20820878,0.17102121,chain_3
-0.20467134,0.18374822,chain_3
-0.19234204,0.15609896,chain_3
-0.21265319,0.15051238,chain_3
-0.19301383,0.17791785,chain_3
-0.17853512,0.16790974,chain_3
-0.20415969,0.14631478,chain_3
-0.2207331,0.1666785,chain_3
-0.19676022,0.18185212,chain_3
-0.20385942,0.14956853,chain_3
-0.20874156,0.17265356,chain_3
-0.1948835,0.16149156,chain_3
-0.23295155,0.19180715,chain_3
-0.22613809,0.18710853,chain_3
-0.24604788,0.17275627,chain_3
-0.21976382,0.19129188,chain_3
-0.2191617,0.17714727,chain_3
-0.20228715,0.193272,chain_3
-0.19952172,0.17944792,chain_3
-0.22320752,0.20490503,chain_3
-0.22457816,0.16935298,chain_3
-0.21607499,0.15330863,chain_3
-0.22935252,0.1694147,chain_3
-0.20693251,0.19937043,chain_3
-0.20045619,0.1570309,chain_3
-0.21671574,0.19918905,chain_3
-0.21342024,0.20339352,chain_3
-0.20980759,0.17707653,chain_3
-0.21497215,0.17856318,chain_3
-0.2528032,0.21210578,chain_3
-0.21303183,0.14736493,chain_3
-0.21719559,0.20525737,chain_3
-0.22972208,0.1714032,chain_3
-0.20698705,0.18864404,chain_3
-0.20040292,0.16765109,chain_3
-0.23825642,0.18942983,chain_3
-0.21392797,0.16744405,chain_3
-0.21059372,0.16630045,chain_3
-0.19877695,0.15738054,chain_3
-0.223312,0.19806208,chain_3
-0.21485057,0.23176174,chain_3
-0.22956185,0.20818046,chain_3
-0.2147783,0.15483865,chain_3
-0.20483379,0.14814037,chain_3
-0.22876205,0.1883587,chain_3
-0.18543231,0.124915846,chain_3
-0.20437503,0.17769136,chain_3
-0.2018524,0.18201813,chain_3
-0.19545673,0.1584324,chain_3
-0.22306006,0.19361669,chain_3
-0.20030884,0.1695927,chain_3
-0.25286973,0.19866116,chain_3
-0.20848538,0.19730696,chain_3
-0.1918623,0.1613233,chain_3
-0.22674373,0.22554994,chain_3
-0.22507967,0.19633286,chain_3
-0.21984264,0.21022068,chain_3
-0.23948142,0.20955677,chain_3
-0.20606321,0.22102636,chain_3
-0.19589007,0.17072102,chain_3
-0.19539371,0.15807348,chain_3
-0.20017985,0.17947397,chain_3
-0.22310716,0.15703647,chain_3
-0.19261245,0.16155213,chain_3
-0.19999355,0.15074818,chain_3
-0.20017064,0.17806907,chain_3
-0.21008614,0.17036286,chain_3
-0.2369799,0.19899887,chain_3
-0.23139575,0.19479528,chain_3
-0.20588781,0.16513324,chain_3
-0.24720661,0.19942513,chain_3
-0.21899033,0.198525,chain_3
-0.22178851,0.20806368,chain_3
-0.2206174,0.17448793,chain_3
-0.2242897,0.17427097,chain_3
-0.21490806,0.17134756,chain_3
-0.19548547,0.15814301,chain_3
-0.212629,0.19504718,chain_3
-0.22933653,0.21681082,chain_3
-0.23043951,0.19070859,chain_3
-0.22751376,0.18475628,chain_3
-0.18165173,0.12941846,chain_3
-0.1830637,0.16013536,chain_3
-0.22194973,0.20420147,chain_3
-0.20065254,0.15698342,chain_3
-0.22541186,0.18552092,chain_3
-0.1944935,0.16277562,chain_3
-0.1906254,0.14945754,chain_3
-0.20012118,0.19937472,chain_3
-0.22926463,0.23730348,chain_3
-0.23325606,0.19934373,chain_3
-0.25759423,0.189108,chain_3
-0.19718702,0.16717008,chain_3
-0.23442173,0.20873645,chain_3
-0.2167598,0.17138135,chain_3
-0.19843575,0.17266393,chain_3
-0.21076746,0.1595754,chain_3
-0.2103521,0.18193191,chain_3
-0.20970994,0.16483255,chain_3
-0.2236898,0.1966634,chain_3
-0.22814424,0.18162715,chain_3
-0.21001887,0.17568852,chain_3
-0.2463728,0.21343617,chain_3
-0.25305143,0.21523236,chain_3
-0.23144224,0.17616206,chain_3
-0.19949281,0.18020648,chain_3
-0.22871481,0.16922732,chain_3
-0.19470519,0.18157202,chain_3
-0.24472246,0.181712,chain_3
-0.19099407,0.14475328,chain_3
-0.20817819,0.14715643,chain_3
-0.22435716,0.18301988,chain_3
-0.21262439,0.17231062,chain_3
-0.24994086,0.20116681,chain_3
-0.25030246,0.17507045,chain_3
-0.19795267,0.15476528,chain_3
-0.22509877,0.19461018,chain_3
-0.17722917,0.15339054,chain_3
-0.1939209,0.18932433,chain_3
-0.20909823,0.1739206,chain_3
-0.20264089,0.16097802,chain_3
-0.22901984,0.1874966,chain_3
-0.21141192,0.2046879,chain_3
-0.23701711,0.19045572,chain_3
-0.21109648,0.19500044,chain_3
-0.2199229,0.18730837,chain_3
-0.21011114,0.1947436,chain_3
-0.23891541,0.19662201,chain_3
-0.20787255,0.17278063,chain_3
-0.23687619,0.18264115,chain_3
-0.23557988,0.19477403,chain_3
-0.23345926,0.19604808,chain_3
-0.2147854,0.15081905,chain_3
-0.2094572,0.16341715,chain_3
-0.21843505,0.15766338,chain_3
-0.21857876,0.1944687,chain_3
-0.21304752,0.17556843,chain_3
-0.22771582,0.17806461,chain_3
-0.21559812,0.13595818,chain_3
-0.22602187,0.21085663,chain_3
-0.2020498,0.1685986,chain_3
-0.21579029,0.18229541,chain_3
-0.20773755,0.1649722,chain_3
-0.21363688,0.19154298,chain_3
-0.21919498,0.17083903,chain_3
-0.22443697,0.18885702,chain_3
-0.2192694,0.17508608,chain_3
-0.22761418,0.20306101,chain_3
-0.22294666,0.18650796,chain_3
-0.21584405,0.17761317,chain_3
-0.21509956,0.1744066,chain_3
-0.21126045,0.2070542,chain_3
-0.21524611,0.15744708,chain_3
-0.22261786,0.18265796,chain_3
-0.20960972,0.15231381,chain_3
-0.21466044,0.17206252,chain_3
-0.20894265,0.16001199,chain_3
-0.21928628,0.1729022,chain_3
-0.21084481,0.1639444,chain_3
-0.2076524,0.17126693,chain_3
-0.19409056,0.14312583,chain_3
-0.2007476,0.16929078,chain_3
-0.21738164,0.16454393,chain_3
-0.2151517,0.15980092,chain_3
-0.21183069,0.16493,chain_3
-0.21977518,0.1864837,chain_3
-0.20656879,0.18458745,chain_3
-0.22077526,0.16325058,chain_3
-0.22917324,0.1751763,chain_3
-0.22730257,0.22197104,chain_3
-0.19751829,0.17352836,chain_3
-0.21551509,0.16195421,chain_3
-0.2348639,0.21328142,chain_3
-0.20811683,0.19243649,chain_3
-0.23579815,0.19854641,chain_3
-0.25738478,0.20231251,chain_3
-0.24472205,0.18094483,chain_3
-0.2109881,0.2007034,chain_3
-0.20026779,0.17375143,chain_3
-0.21562941,0.1981776,chain_3
-0.21856545,0.17257921,chain_3
-0.18616362,0.14977732,chain_3
-0.23556906,0.18743838,chain_3
-0.19626966,0.14824288,chain_3
-0.2151686,0.153861,chain_3
-0.23606025,0.20580389,chain_3
-0.19141799,0.18185724,chain_3
-0.20427531,0.17391104,chain_3
-0.22456147,0.18109517,chain_3
-0.21566476,0.17046231,chain_3
-0.21446373,0.1716845,chain_3
-0.21804377,0.20112383,chain_3
-0.23251511,0.17759217,chain_3
-0.19706066,0.1913608,chain_3
-0.21414706,0.18373103,chain_3
-0.19892009,0.17056194,chain_3
-0.20194638,0.1872648,chain_3
-0.25020504,0.229252,chain_3
-0.20337455,0.16844846,chain_3
-0.22274667,0.17807265,chain_3
-0.21321337,0.16189694,chain_3
-0.24480721,0.18773545,chain_3
-0.21715884,0.20701985,chain_3
-0.1853191,0.15991081,chain_3
-0.23156884,0.16232842,chain_3
-0.20333663,0.17362654,chain_3
-0.19760068,0.15502758,chain_3
-0.18844467,0.16635627,chain_3
-0.22061165,0.1690784,chain_3
-0.2155459,0.19056322,chain_3
-0.23350172,0.20274383,chain_3
-0.23017645,0.20805955,chain_3
-0.1933742,0.17717886,chain_3
-0.21309316,0.19818828,chain_3
-0.24239485,0.21710098,chain_3
-0.21397534,0.19928414,chain_3
-0.19156912,0.14791101,chain_3
-0.17155187,0.1442326,chain_3
-0.24335304,0.18897346,chain_3
-0.20985758,0.17088939,chain_3
-0.21056846,0.18951795,chain_3
-0.22468469,0.16996264,chain_3
-0.18862855,0.16616747,chain_3
-0.21453673,0.18442647,chain_3
-0.25221175,0.2256741,chain_3
-0.23409313,0.22916825,chain_3
-0.22047347,0.15093786,chain_3
-0.19694225,0.175961,chain_3
-0.21221247,0.19950183,chain_3
-0.20657827,0.20301795,chain_3
-0.23310189,0.21307863,chain_3
-0.21303335,0.14771411,chain_3
-0.21228054,0.15338086,chain_3
-0.18676117,0.1752284,chain_3
-0.23643804,0.18291883,chain_3
-0.2154762,0.1676726,chain_3
-0.21773766,0.17614867,chain_3
-0.2013143,0.17371301,chain_3
-0.20209296,0.17815728,chain_3
-0.19602975,0.19040522,chain_3
-0.20530616,0.15146823,chain_3
-0.20533931,0.19203965,chain_3
-0.2157815,0.1887482,chain_3
-0.20735434,0.20672311,chain_3
-0.21547206,0.18187025,chain_3
-0.21626219,0.1704291,chain_3
-0.20216073,0.17777915,chain_3
-0.212895,0.19039257,chain_3
-0.23109272,0.20617248,chain_3
-0.21108712,0.17889053,chain_3
-0.21460044,0.14821894,chain_3
-0.220769,0.18509725,chain_3
-0.17587873,0.15114026,chain_3
-0.18823303,0.11559551,chain_3
-0.18295488,0.16160536,chain_3
-0.20387657,0.15455374,chain_3
-0.22306775,0.19052604,chain_3
-0.20789613,0.18872307,chain_3
-0.2073877,0.19355983,chain_3
-0.20964597,0.17443402,chain_3
-0.20339411,0.164415,chain_3
-0.21850048,0.19893526,chain_3
-0.230523,0.18487202,chain_3
-0.21574225,0.17689484,chain_3
-0.22592507,0.17686245,chain_3
-0.21340753,0.17621082,chain_3
-0.20406818,0.1711979,chain_3
-0.18640004,0.17557912,chain_3
-0.21586385,0.16755104,chain_3
-0.2163709,0.1631772,chain_3
-0.21874106,0.17877655,chain_3
-0.26428795,0.22569357,chain_3
-0.19937375,0.17710854,chain_3
-0.20706952,0.17540745,chain_3
-0.23506175,0.17047982,chain_3
-0.23037979,0.20501982,chain_3
-0.21318859,0.20679337,chain_3
-0.186357,0.17130402,chain_3
-0.19431783,0.17805411,chain_3
-0.20736586,0.15288846,chain_3
-0.21973427,0.17007768,chain_3
-0.21012732,0.17814086,chain_3
-0.20137125,0.15274273,chain_3
-0.22112839,0.1766062,chain_3
-0.1970765,0.18375516,chain_3
-0.2133805,0.17441937,chain_3
-0.22683197,0.19740623,chain_3
-0.20554368,0.19127797,chain_3
-0.22588947,0.22624677,chain_3
-0.19751027,0.18646722,chain_3
-0.18799159,0.14208983,chain_3
-0.21753097,0.14131719,chain_3
-0.20407055,0.17824084,chain_3
-0.22510225,0.17634359,chain_3
-0.20021816,0.18680166,chain_3
-0.21881235,0.17855468,chain_3
-0.21270707,0.1892381,chain_3
-0.1996041,0.15612443,chain_3
-0.2169432,0.18920866,chain_3
-0.20512491,0.17654385,chain_3
-0.21733221,0.17915453,chain_3
-0.20101236,0.17454325,chain_3
-0.19011718,0.16865718,chain_3
-0.23217914,0.18913747,chain_3
-0.26238438,0.2267679,chain_3
-0.19228218,0.14497957,chain_3
-0.23079264,0.1561788,chain_3
-0.19654214,0.20075983,chain_3
-0.24050622,0.20045535,chain_3
-0.23113868,0.22818366,chain_3
-0.18504134,0.13081743,chain_3
-0.22841425,0.18396428,chain_3
-0.21519259,0.2247976,chain_3
-0.22114187,0.18365018,chain_3
-0.21948859,0.17989236,chain_3
-0.2307891,0.20155053,chain_3
-0.21366177,0.19794205,chain_3
-0.2126497,0.19277146,chain_3
-0.22604248,0.16450974,chain_3
-0.20514578,0.18828945,chain_3
-0.20592937,0.17035201,chain_3
-0.2315257,0.20088504,chain_3
-0.21659677,0.16937746,chain_3
-0.20333624,0.19411297,chain_3
-0.21262561,0.12969391,chain_3
-0.19535094,0.16032946,chain_3
-0.232056,0.19553061,chain_3
-0.21599032,0.17085642,chain_3
-0.21585026,0.17177868,chain_3
-0.20752764,0.1769273,chain_3
-0.23337658,0.16537514,chain_3
-0.19510841,0.17334536,chain_3
-0.1989734,0.1667765,chain_3
-0.22375494,0.18227404,chain_3
-0.20809147,0.15471941,chain_3
-0.22313783,0.1976402,chain_3
-0.2022833,0.19356918,chain_3
-0.23520263,0.17128651,chain_3
-0.18998365,0.14769654,chain_3
-0.21374072,0.18141903,chain_3
-0.20707472,0.14795423,chain_3
-0.24025875,0.1790397,chain_3
-0.21170074,0.18580748,chain_3
-0.19389258,0.17358072,chain_3
-0.20305412,0.11366552,chain_3
-0.26219797,0.26244476,chain_3
-0.21667041,0.16631421,chain_3
-0.21465656,0.21229982,chain_3
-0.2118231,0.194771,chain_3
-0.221037,0.16214643,chain_3
-0.23687127,0.21991375,chain_3
-0.22559196,0.18143056,chain_3
-0.20266098,0.1903095,chain_3
-0.22083266,0.18891855,chain_3
-0.21561256,0.20035392,chain_3
-0.18735299,0.16856202,chain_3
-0.2546698,0.20485884,chain_3
-0.21983552,0.21995863,chain_3
-0.23100646,0.20652969,chain_3
-0.23078366,0.21061206,chain_3
-0.21688792,0.17793415,chain_3
-0.19441085,0.16293123,chain_3
-0.20928696,0.16366838,chain_3
-0.22432894,0.17558143,chain_3
-0.21904369,0.1978503,chain_3
-0.223381,0.16936824,chain_3
-0.23187856,0.1956716,chain_3
-0.23013847,0.1809645,chain_3
-0.21982446,0.18513468,chain_3
-0.20946637,0.16280866,chain_3
-0.22922386,0.18684605,chain_3
-0.19255528,0.14248408,chain_3
-0.2359329,0.21327859,chain_3
-0.21515334,0.17956808,chain_3
-0.23195289,0.19576405,chain_3
-0.19152728,0.17513172,chain_3
-0.21088606,0.19248171,chain_3
-0.22947311,0.16828263,chain_3
-0.22431593,0.19303812,chain_3
-0.22248942,0.19698875,chain_3
-0.22196192,0.15457182,chain_3
-0.19521502,0.19388936,chain_3
-0.21476841,0.15681855,chain_3
-0.2357121,0.1815848,chain_3
-0.20934273,0.12165847,chain_3
-0.21779744,0.19921339,chain_3
-0.22953707,0.19503349,chain_3
-0.221911,0.19001086,chain_3
-0.20427708,0.19036615,chain_3
-0.19010624,0.15646881,chain_3
-0.2116828,0.17688914,chain_3
-0.20652598,0.18609862,chain_3
-0.21299419,0.14575863,chain_3
-0.22927326,0.16926207,chain_3
-0.20183176,0.1607691,chain_3
-0.21479782,0.17561886,chain_3
-0.22302803,0.20357127,chain_3
-0.20188509,0.14209865,chain_3
-0.22266789,0.18070392,chain_3
-0.22542042,0.20275393,chain_3
-0.20478521,0.1774572,chain_3
-0.21515827,0.17259468,chain_3
-0.21978004,0.1936995,chain_3
-0.22236958,0.19893225,chain_3
-0.26248357,0.1683442,chain_3
-0.22127025,0.1727669,chain_3
-0.18742454,0.13993339,chain_3
-0.21107522,0.18862328,chain_3
-0.2249672,0.18036579,chain_3
-0.23693252,0.19445823,chain_3
-0.2163513,0.18227963,chain_3
-0.20153257,0.17151628,chain_3
-0.18523449,0.16235922,chain_3
-0.26414618,0.2234854,chain_3
-0.20459595,0.16816252,chain_3
-0.221534,0.15295365,chain_3
-0.20951337,0.16622652,chain_3
-0.21134262,0.19031745,chain_3
-0.21105109,0.17724009,chain_3
-0.2193449,0.17262952,chain_3
-0.23873052,0.19589439,chain_3
-0.25917116,0.20302358,chain_3
-0.22122863,0.16720413,chain_3
-0.21072115,0.1732655,chain_3
-0.22854494,0.15199731,chain_3
-0.2459781,0.17165457,chain_3
-0.23903489,0.19330055,chain_3
-0.229315,0.21671951,chain_3
-0.21061654,0.17668596,chain_3
-0.21679138,0.1431615,chain_3
-0.22591577,0.16061005,chain_3
-0.21951896,0.18861264,chain_3
-0.2252052,0.20755954,chain_3
-0.20684746,0.16350073,chain_3
-0.19418393,0.17029415,chain_3
-0.18238981,0.1539897,chain_3
-0.21484998,0.16801868,chain_3
-0.20831956,0.15113413,chain_3
-0.2292585,0.17400251,chain_3
-0.20065717,0.13686055,chain_3
-0.19670108,0.1905853,chain_3
-0.21061318,0.15720117,chain_3
-0.21571563,0.19228446,chain_3
-0.2092413,0.1849171,chain_3
-0.21016477,0.18661734,chain_3
-0.24577132,0.17459658,chain_3
-0.19280432,0.1678116,chain_3
-0.21026792,0.1640659,chain_3
-0.20361702,0.19083741,chain_3
-0.20863113,0.21055517,chain_3
-0.19761401,0.17384206,chain_3
-0.25242275,0.19715056,chain_3
-0.25153694,0.19186276,chain_3
-0.22636992,0.15340017,chain_3
-0.24426258,0.2261013,chain_3
-0.20055361,0.15770262,chain_3
-0.20768727,0.23591077,chain_3
-0.2333027,0.16896704,chain_3
-0.2302519,0.1857766,chain_3
-0.19346096,0.15960297,chain_3
-0.23023118,0.1606561,chain_3
-0.1917247,0.15144368,chain_3
-0.21344258,0.20714079,chain_3
-0.22686283,0.19931313,chain_3
-0.20760463,0.17789601,chain_3
-0.2289193,0.1869798,chain_3
-0.22939858,0.16306074,chain_3
-0.18215275,0.17170049,chain_3
-0.22102945,0.20699489,chain_3
-0.20268843,0.15737654,chain_3
-0.2340959,0.14755288,chain_3
-0.2213133,0.17867441,chain_3
-0.21629645,0.16373415,chain_3
-0.19241159,0.16887617,chain_3
-0.19669436,0.17763509,chain_3
-0.21927457,0.17166276,chain_3
-0.20481698,0.19069602,chain_3
-0.2208251,0.20099516,chain_3
-0.22571735,0.20319611,chain_3
-0.22426787,0.17085174,chain_3
-0.23364653,0.17351784,chain_3
-0.21628112,0.17271358,chain_3
-0.2067093,0.16818424,chain_3
-0.21483752,0.17219822,chain_3
-0.20379597,0.19918486,chain_3
-0.20208177,0.16836065,chain_3
-0.19825377,0.13865162,chain_3
-0.21048242,0.17087963,chain_3
-0.2269945,0.19352598,chain_3
-0.22303963,0.19097884,chain_3
-0.21869034,0.18566552,chain_3
-0.20267138,0.190201,chain_3
-0.21396805,0.21544388,chain_3
-0.2198457,0.19526255,chain_3
-0.21915425,0.20586169,chain_3
-0.20971216,0.20721406,chain_3
-0.228417,0.18766832,chain_3
-0.2160142,0.15198104,chain_3
-0.2276812,0.16688594,chain_3
-0.21166348,0.20080529,chain_3
-0.22336872,0.16265954,chain_3
-0.21423934,0.1843572,chain_3
-0.17230274,0.14708854,chain_3
-0.19437899,0.14063011,chain_3
-0.21842358,0.18068492,chain_3
-0.21324575,0.19137621,chain_3
-0.20561999,0.18208964,chain_3
-0.22604518,0.18461087,chain_3
-0.19383405,0.14836165,chain_3
-0.19401908,0.14806643,chain_3
-0.20384514,0.18320367,chain_3
-0.23416544,0.18812266,chain_3
-0.24283746,0.16081132,chain_3
-0.19822928,0.16699547,chain_3
-0.20471326,0.14686665,chain_3
-0.20726329,0.17893298,chain_3
-0.2212869,0.16543424,chain_3
-0.23156244,0.16102612,chain_3
-0.20311925,0.16324839,chain_3
-0.22533791,0.1874265,chain_3
-0.18653528,0.18172714,chain_3
-0.22401452,0.21769479,chain_3
-0.22531721,0.18051137,chain_3
-0.223842,0.17752026,chain_3
-0.20499237,0.15955713,chain_3
-0.1853704,0.13882902,chain_3
-0.21817301,0.1900732,chain_3
-0.22305158,0.19174545,chain_3
-0.23040591,0.23267548,chain_3
-0.20323724,0.1958757,chain_3
-0.18535765,0.15336299,chain_3
-0.22674398,0.20757069,chain_3
-0.19850972,0.17768633,chain_3
-0.24341783,0.2135921,chain_3
-0.25070685,0.18778336,chain_3
-0.19319014,0.18532337,chain_3
-0.21652867,0.199952,chain_3
-0.2083424,0.18534721,chain_3
-0.22188464,0.21003273,chain_3
-0.18445735,0.15073855,chain_3
-0.2234903,0.20193262,chain_3
-0.1979698,0.19349797,chain_3
-0.22422665,0.20287031,chain_3
-0.1920976,0.15623482,chain_3
-0.2135167,0.16631866,chain_3
-0.21720344,0.18724446,chain_3
-0.24639744,0.2402321,chain_3
-0.17455561,0.15836959,chain_3
-0.21114416,0.18517067,chain_3
-0.2335656,0.18334436,chain_3
-0.20625381,0.15755358,chain_3
-0.21068229,0.14819679,chain_3
-0.20925488,0.1722375,chain_3
-0.21322443,0.18491621,chain_3
-0.2151132,0.16714269,chain_3
-0.20844612,0.19408853,chain_3
-0.19169402,0.20584638,chain_3
-0.22152214,0.20662963,chain_3
-0.20687291,0.16304249,chain_3
-0.20693812,0.16409959,chain_3
-0.22239195,0.18657978,chain_3
-0.22785386,0.17655726,chain_3
-0.20999259,0.1653517,chain_3
-0.23120043,0.18130234,chain_3
-0.21430184,0.17954062,chain_3
-0.19824468,0.1548227,chain_3
-0.20552485,0.19325495,chain_3
-0.19664125,0.15873727,chain_3
-0.21092536,0.15653995,chain_3
-0.19922718,0.15525675,chain_3
-0.20932071,0.1506858,chain_3
-0.19823097,0.19088583,chain_3
-0.19933583,0.1819811,chain_3
-0.22314492,0.19151153,chain_3
-0.20351629,0.19534181,chain_3
-0.20828937,0.19404407,chain_3
-0.21042484,0.19150206,chain_3
-0.2559912,0.22740705,chain_3
-0.2144248,0.1585375,chain_3
-0.20360714,0.17096354,chain_3
-0.22289217,0.17125309,chain_3
-0.21314453,0.20434116,chain_3
-0.2313558,0.19374545,chain_3
-0.20846243,0.1825366,chain_3
-0.21824783,0.18156028,chain_3
-0.23404177,0.21582808,chain_3
-0.19896035,0.16116065,chain_3
-0.20480806,0.16388753,chain_3
-0.22221498,0.13204242,chain_3
-0.19158037,0.17058402,chain_3
-0.24777935,0.226618,chain_3
-0.22596732,0.18007487,chain_3
-0.22891997,0.17814855,chain_3
-0.21452479,0.1850324,chain_3
-0.22250639,0.19386223,chain_3
-0.19920436,0.17514476,chain_3
-0.21830261,0.15655476,chain_3
-0.2007536,0.178786,chain_3
-0.21645647,0.20024517,chain_3
-0.2120201,0.18267539,chain_3
-0.22532862,0.22027147,chain_3
-0.22478186,0.17188743,chain_3
-0.21622099,0.18013267,chain_3
-0.24285936,0.22238442,chain_3
-0.21918985,0.19905102,chain_3
-0.21074821,0.16676542,chain_3
-0.23259458,0.1735256,chain_3
-0.24790879,0.20044602,chain_3
-0.23482594,0.1856,chain_3
-0.20117523,0.14173502,chain_3
-0.19215114,0.16024373,chain_3
-0.22224294,0.17308562,chain_3
-0.20015232,0.18395641,chain_3
-0.20455357,0.15505576,chain_3
-0.18878618,0.14383048,chain_3
-0.23181017,0.19034971,chain_3
-0.19405812,0.17365983,chain_3
-0.19607511,0.15599158,chain_3
-0.17387293,0.14608191,chain_3
-0.20573248,0.16818812,chain_3
-0.23102427,0.17711668,chain_3
-0.21399575,0.18847895,chain_3
-0.19451395,0.16927126,chain_3
-0.21349385,0.17517309,chain_3
-0.23853517,0.22078161,chain_3
-0.24500135,0.17919229,chain_3
-0.20395628,0.18058239,chain_3
-0.24231178,0.18506934,chain_3
-0.20147198,0.17483951,chain_3
-0.23486531,0.18648206,chain_3
-0.23334244,0.17292875,chain_3
-0.20089637,0.1524168,chain_3
-0.20994526,0.19934385,chain_3
-0.21103884,0.18764418,chain_3
-0.21240157,0.20921695,chain_3
-0.20980658,0.16179912,chain_3
-0.22063842,0.20236531,chain_3
-0.19802257,0.1440147,chain_3
-0.24708542,0.21877234,chain_3
-0.18441328,0.1519769,chain_3
-0.2217081,0.17897129,chain_3
-0.21222404,0.16491213,chain_3
-0.20878917,0.21651936,chain_3
-0.23242286,0.1846316,chain_3
-0.22884153,0.15278593,chain_3
-0.17652056,0.15559,chain_3
-0.19544564,0.17210944,chain_3
-0.22283722,0.18448192,chain_3
-0.20972295,0.15072021,chain_3
-0.22576298,0.2108137,chain_3
-0.21382451,0.18361488,chain_3
-0.22108495,0.1466747,chain_3
-0.20680168,0.20231283,chain_3
-0.20648922,0.15862943,chain_3
-0.21735981,0.16267122,chain_3
-0.23505527,0.22781384,chain_3
-0.20257123,0.16761582,chain_3
-0.22307585,0.17911826,chain_3
-0.23242444,0.2221593,chain_3
-0.24348707,0.1824781,chain_3
-0.20379654,0.21356484,chain_3
-0.20107439,0.1696542,chain_3
-0.24313293,0.18174723,chain_3
-0.22275147,0.17640436,chain_3
-0.19272843,0.17877558,chain_3
-0.19839463,0.17512238,chain_3
-0.21445106,0.17605634,chain_3
-0.19772907,0.1484381,chain_3
-0.23115069,0.20350794,chain_3
